"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
327,"中古マンション等","","13112","東京都","世田谷区","等々力","尾山台","3",27000000,"","１Ｋ","25",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","未改装",""
328,"中古マンション等","","13112","東京都","世田谷区","等々力","尾山台","15",67000000,"","３ＬＤＫ","65",,"","","","平成22年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2019年第３四半期","未改装",""
329,"中古マンション等","","13112","東京都","世田谷区","等々力","尾山台","3",36000000,"","１ＤＫ","40",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","未改装",""
330,"中古マンション等","","13112","東京都","世田谷区","等々力","自由が丘(東京)","11",84000000,"","３ＬＤＫ","80",,"","","","平成9年","ＲＣ","","住宅","","",,"第１種低層住居専用地域",50,100,"2019年第３四半期","改装済",""
331,"中古マンション等","","13112","東京都","世田谷区","等々力","等々力","5",17000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","未改装",""
332,"中古マンション等","","13112","東京都","世田谷区","等々力","等々力","10",54000000,"","３ＬＤＫ","80",,"","","","平成8年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","改装済",""
333,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","中町","上野毛","6",100000000,"","","155",,"ほぼ台形","13.8","150","平成21年","木造","共同住宅","住宅","東","区道",5.9,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
334,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","中町","上野毛","6",190000000,"","","260",,"正方形","16.2","170","平成4年","木造","住宅","住宅","北西","区道",6.2,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
335,"中古マンション等","","13112","東京都","世田谷区","中町","上野毛","9",60000000,"","３ＬＤＫ","65",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2019年第３四半期","未改装",""
336,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","中町","等々力","9",36000000,"","","55",,"ほぼ長方形","6.3","65","昭和51年","木造","住宅","住宅","南西","区道",4.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
337,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","中町","用賀","13",52000000,"","","45",,"ほぼ長方形","4.5","70","平成23年","木造","住宅","住宅","北西","区道",4.0,"第１種住居地域",60,200,"2019年第３四半期","",""
338,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","中町","用賀","12",100000000,"","","140",,"ほぼ長方形","7.5","220","平成8年","ＲＣ、木造","住宅、倉庫","住宅","北西","区道",4.0,"第１種住居地域",60,200,"2019年第３四半期","",""
339,"宅地(土地)","住宅地","13112","東京都","世田谷区","野毛","上野毛","14",170000000,"2700000","","200",820000,"ほぼ長方形","10.2","","","","","","南西","区道",6.6,"第１種中高層住居専用地域",60,200,"2019年第３四半期","",""
340,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","野毛","上野毛","15",40000000,"","","50",,"ほぼ長方形","9.6","75","平成8年","ＲＣ、木造","住宅","住宅","北東","区道",6.0,"第１種中高層住居専用地域",60,200,"2019年第３四半期","",""
341,"中古マンション等","","13112","東京都","世田谷区","野毛","上野毛","13",54000000,"","３ＬＤＫ","75",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","改装済",""
342,"中古マンション等","","13112","東京都","世田谷区","野毛","等々力","13",55000000,"","３ＬＤＫ","85",,"","","","平成14年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",40,80,"2019年第３四半期","未改装",""
343,"中古マンション等","","13112","東京都","世田谷区","野毛","等々力","14",31000000,"","２ＬＤＫ","45",,"","","","平成5年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","改装済",""
344,"宅地(土地)","住宅地","13112","東京都","世田谷区","野沢","学芸大学","11",340000000,"2400000","","460",730000,"ほぼ長方形","13.5","","","","","その他","北西","区道",4.0,"第１種低層住居専用地域",50,150,"2019年第３四半期","",""
345,"中古マンション等","","13112","東京都","世田谷区","野沢","学芸大学","11",80000000,"","３ＬＤＫ","90",,"","","","平成9年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,150,"2019年第３四半期","改装済",""
346,"中古マンション等","","13112","東京都","世田谷区","野沢","学芸大学","12",74000000,"","３ＬＤＫ","70",,"","","","平成25年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2019年第３四半期","未改装",""
347,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","野沢","駒沢大学","10",75000000,"","","75",,"長方形","7.0","100","令和2年","木造","住宅","住宅","北西","私道",2.4,"近隣商業地域",80,300,"2019年第３四半期","",""
348,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","野沢","駒沢大学","10",35000000,"","","90",,"不整形","2.5","90","昭和59年","木造","住宅","住宅","南東","私道",3.0,"第１種低層住居専用地域",60,150,"2019年第３四半期","",""
349,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","野沢","三軒茶屋","13",45000000,"","","75",,"ほぼ整形","5.0","100","平成18年","木造","住宅","住宅","北西","私道",4.0,"第１種低層住居専用地域",60,150,"2019年第３四半期","","私道を含む取引"
350,"中古マンション等","","13112","東京都","世田谷区","八幡山","上北沢","15",18000000,"","２ＬＤＫ","50",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
351,"中古マンション等","","13112","東京都","世田谷区","八幡山","八幡山","15",33000000,"","２ＬＤＫ","60",,"","","","平成15年","ＲＣ","住宅","その他","","",,"第１種低層住居専用地域",50,100,"2019年第３四半期","未改装",""
352,"宅地(土地)","住宅地","13112","東京都","世田谷区","羽根木","新代田","3",76000000,"1700000","","145",530000,"袋地等","3.0","","","","","店舗","南","区道",5.0,"第１種低層住居専用地域",60,150,"2019年第３四半期","",""
353,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","羽根木","新代田","6",75000000,"","","95",,"台形","6.7","115","平成24年","木造","住宅","住宅","南","区道",4.1,"第１種低層住居専用地域",60,150,"2019年第３四半期","",""
354,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","羽根木","代田橋","6",270000000,"","","320",,"ほぼ長方形","12.5","640","平成9年","ＲＣ","共同住宅、事務所、店舗","住宅","北西","区道",5.0,"近隣商業地域",80,300,"2019年第３四半期","",""
355,"宅地(土地)","住宅地","13112","東京都","世田谷区","東玉川","石川台","10",61000000,"2300000","","90",690000,"長方形","7.0","","","","","住宅","西","区道",5.4,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
356,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","東玉川","奥沢","9",86000000,"","","105",,"不整形","2.9","95","平成30年","木造","住宅","住宅","東","区道",4.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
357,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","東玉川","田園調布","12",72000000,"","","90",,"長方形","9.1","90","平成31年","木造","住宅","住宅","北西","区道",4.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
358,"宅地(土地)","住宅地","13112","東京都","世田谷区","東玉川","雪が谷大塚","9",62000000,"2000000","","100",610000,"袋地等","3.0","","","","","住宅","北西","区道",5.5,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
359,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","東玉川","雪が谷大塚","9",60000000,"","","125",,"ほぼ長方形","6.8","105","平成6年","軽量鉄骨造","共同住宅","その他","南東","区道",5.4,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
360,"宅地(土地)","住宅地","13112","東京都","世田谷区","東玉川","雪が谷大塚","9",100000000,"1100000","","310",330000,"袋地等","","","","","","住宅","北西","区道",5.4,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
361,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","尾山台","16",26000000,"1900000","","45",590000,"長方形","4.5","","","","","住宅","南","区道",5.9,"近隣商業地域",80,200,"2019年第３四半期","",""
362,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","尾山台","15",54000000,"","","45",,"ほぼ長方形","7.5","65","平成31年","木造","住宅","住宅","南","区道",5.6,"第１種住居地域",60,200,"2019年第３四半期","",""
363,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","尾山台","15",61000000,"","","55",,"ほぼ長方形","5.0","85","平成31年","木造","住宅","住宅","北","区道",3.8,"第１種住居地域",60,200,"2019年第３四半期","",""
364,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","尾山台","15",35000000,"1500000","","80",440000,"不整形","2.7","","","","","住宅","東","区道",3.9,"第１種住居地域",60,200,"2019年第３四半期","",""
365,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","尾山台","20",55000000,"1500000","","120",460000,"ほぼ長方形","6.3","","","","","","南東","区道",6.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
366,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","尾山台","18",60000000,"2100000","","95",630000,"長方形","8.1","","","","","住宅","南西","区道",3.9,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
367,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","尾山台","16",58000000,"","","95",,"ほぼ長方形","9.0","135","昭和39年","木造","住宅","住宅","南","区道",3.8,"第１種住居地域",60,200,"2019年第３四半期","",""
368,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","尾山台","21",59000000,"2300000","","85",700000,"ほぼ長方形","6.6","","","","","住宅","東","私道",4.0,"第２種低層住居専用地域",60,150,"2019年第３四半期","",""
369,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","駒沢大学","24",120000000,"","","120",,"ほぼ長方形","7.4","135","平成31年","木造","住宅","","南西","区道",6.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
370,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","駒沢大学","18",80000000,"","","90",,"長方形","4.3","120","平成31年","木造","住宅","住宅","西","区道",6.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
371,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","駒沢大学","20",94000000,"","","110",,"ほぼ長方形","5.2","175","平成30年","木造","共同住宅","その他","北東","区道",5.9,"近隣商業地域",80,300,"2019年第３四半期","",""
372,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","駒沢大学","16",98000000,"2400000","","130",740000,"ほぼ長方形","10.6","","","","","住宅","北","区道",8.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
373,"中古マンション等","","13112","東京都","世田谷区","深沢","駒沢大学","15",62000000,"","２ＬＤＫ","65",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",,,"2019年第３四半期","改装済",""
374,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","桜新町","11",200000000,"1500000","","460",440000,"不整形","","","","","","事務所","南東","区道",5.3,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
375,"中古マンション等","","13112","東京都","世田谷区","深沢","桜新町","9",27000000,"","１Ｋ","25",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2019年第３四半期","未改装",""
376,"中古マンション等","","13112","東京都","世田谷区","深沢","自由が丘(東京)","24",60000000,"","３ＬＤＫ","90",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第２種低層住居専用地域",60,150,"2019年第３四半期","未改装",""
377,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","等々力","20",850000000,"1800000","","1600",530000,"不整形","24.9","","","","","住宅","北","区道",6.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
378,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","等々力","16",77000000,"2000000","","130",600000,"ほぼ長方形","7.0","","","","","","南西","区道",8.0,"第１種中高層住居専用地域",60,150,"2019年第３四半期","",""
379,"中古マンション等","","13112","東京都","世田谷区","深沢","等々力","19",46000000,"","３ＬＤＫ","85",,"","","","昭和48年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","改装済",""
380,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","都立大学","16",65000000,"1800000","","115",550000,"ほぼ長方形","","","","","","住宅","東","私道",4.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
381,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","都立大学","20",85000000,"1700000","","165",510000,"ほぼ長方形","11.0","","","","","住宅","東","区道",4.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
382,"中古マンション等","","13112","東京都","世田谷区","船橋","上北沢","18",44000000,"","３ＬＤＫ","65",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","改装済",""
383,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","船橋","千歳船橋","14",83000000,"","","95",,"ほぼ長方形","8.0","90","平成31年","木造","住宅","住宅","西","区道",3.9,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
384,"宅地(土地)","住宅地","13112","東京都","世田谷区","船橋","千歳船橋","8",60000000,"2200000","","90",650000,"不整形","10.0","","","","","住宅","東","私道",5.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
385,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","船橋","千歳船橋","12",85000000,"","","145",,"不整形","3.5","130","平成31年","木造","住宅","住宅","北東","区道",2.7,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
386,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","船橋","千歳船橋","14",73000000,"","","100",,"袋地等","2.5","90","平成31年","木造","住宅","住宅","西","区道",4.0,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
387,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","船橋","千歳船橋","6",86000000,"","","175",,"ほぼ長方形","9.0","210","昭和45年","","","その他","南西","区道",5.2,"第１種中高層住居専用地域",60,200,"2019年第３四半期","",""
388,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","15",50000000,"","３ＬＤＫ","70",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2019年第３四半期","未改装",""
389,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","12",51000000,"","３ＬＤＫ","65",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","改装済",""
390,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","8",61000000,"","３ＬＤＫ","75",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
391,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","11",58000000,"","３ＬＤＫ","65",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
392,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","8",60000000,"","３ＬＤＫ","75",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
393,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","8",58000000,"","３ＬＤＫ","70",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
394,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","12",54000000,"","３ＬＤＫ","65",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","改装済",""
395,"中古マンション等","","13112","東京都","世田谷区","松原","豪徳寺","4",24000000,"","１Ｋ","20",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","未改装",""
396,"宅地(土地)","住宅地","13112","東京都","世田谷区","松原","下高井戸","8",39000000,"1300000","","95",400000,"不整形","","","","","","住宅","北東","区道",4.5,"第１種低層住居専用地域",60,150,"2019年第３四半期","",""
397,"中古マンション等","","13112","東京都","世田谷区","松原","下高井戸","6",11000000,"","１Ｋ","15",,"","","","昭和60年","ＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
398,"中古マンション等","","13112","東京都","世田谷区","松原","下高井戸","6",9300000,"","１Ｋ","15",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
399,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","松原","東松原","5",78000000,"","","95",,"長方形","6.2","110","平成18年","木造","住宅","住宅","北東","区道",4.1,"第１種低層住居専用地域",60,150,"2019年第３四半期","",""
400,"宅地(土地)","住宅地","13112","東京都","世田谷区","松原","東松原","3",73000000,"2500000","","95",770000,"長方形","8.4","","","","","住宅","北西","区道",4.5,"第１種低層住居専用地域",60,150,"2019年第３四半期","",""
401,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","松原","東松原","3",61000000,"","","145",,"長方形","13.5","100","昭和38年","木造","住宅","その他","北西","区道",5.3,"第１種住居地域",60,200,"2019年第３四半期","",""
402,"宅地(土地)","住宅地","13112","東京都","世田谷区","松原","明大前","3",210000000,"2900000","","240",880000,"ほぼ長方形","11.6","","","","","住宅","東","区道",5.5,"第１種住居地域",60,200,"2019年第３四半期","",""
403,"宅地(土地)","住宅地","13112","東京都","世田谷区","松原","明大前","5",43000000,"2100000","","65",650000,"長方形","3.6","","","","","倉庫","南","私道",2.4,"第１種中高層住居専用地域",60,200,"2019年第３四半期","",""
404,"中古マンション等","","13112","東京都","世田谷区","松原","明大前","6",22000000,"","１ＤＫ","40",,"","","","昭和44年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"2019年第３四半期","未改装",""
405,"中古マンション等","","13112","東京都","世田谷区","松原","明大前","6",19000000,"","１Ｋ","20",,"","","","平成11年","ＲＣ","","住宅","","",,"商業地域",80,400,"2019年第３四半期","未改装",""
406,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","三宿","池尻大橋","13",93000000,"","","90",,"ほぼ長方形","9.0","105","平成31年","木造","住宅","住宅","南","区道",5.5,"第１種中高層住居専用地域",60,200,"2019年第３四半期","","私道を含む取引"
407,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","三宿","池尻大橋","13",77000000,"","","60",,"長方形","5.0","85","平成31年","木造","住宅","住宅","西","私道",6.0,"第１種中高層住居専用地域",60,200,"2019年第３四半期","",""
408,"中古マンション等","","13112","東京都","世田谷区","三宿","池尻大橋","11",33000000,"","１ＬＤＫ","40",,"","","","昭和50年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2019年第３四半期","改装済",""
409,"中古マンション等","","13112","東京都","世田谷区","三宿","池尻大橋","10",19000000,"","１ＤＫ","25",,"","","","平成8年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","未改装",""
410,"中古マンション等","","13112","東京都","世田谷区","三宿","三軒茶屋","9",45000000,"","３ＤＫ","55",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2019年第３四半期","未改装",""
411,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","南烏山","千歳烏山","2",250000000,"","","280",,"ほぼ長方形","","430","平成9年","ＲＣ","共同住宅","住宅","南西","区道",4.0,"第１種中高層住居専用地域",60,200,"2019年第３四半期","",""
412,"中古マンション等","","13112","東京都","世田谷区","南烏山","千歳烏山","6",57000000,"","３ＬＤＫ","65",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
413,"中古マンション等","","13112","東京都","世田谷区","南烏山","千歳烏山","5",69000000,"","２ＬＤＫ＋Ｓ","65",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
414,"中古マンション等","","13112","東京都","世田谷区","南烏山","千歳烏山","3",12000000,"","１ＤＫ","30",,"","","","平成3年","ＲＣ","","その他","","",,"近隣商業地域",80,300,"2019年第３四半期","未改装",""
415,"中古マンション等","","13112","東京都","世田谷区","南烏山","千歳烏山","6",6000000,"","１Ｋ","15",,"","","","昭和59年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2019年第３四半期","未改装",""
416,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","南烏山","八幡山","4",53000000,"","","70",,"ほぼ正方形","8.2","70","平成31年","木造","住宅","住宅","北東","区道",4.0,"第２種住居地域",60,300,"2019年第３四半期","",""
417,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","南烏山","芦花公園","2",180000000,"","","175",,"不整形","4.5","170","平成31年","木造","共同住宅","住宅","北","区道",10.0,"近隣商業地域",80,300,"2019年第３四半期","",""
418,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","8",51000000,"","２ＤＫ","60",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2019年第３四半期","未改装",""
419,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","6",17000000,"","１Ｋ","25",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2019年第３四半期","未改装",""
420,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","4",18000000,"","１Ｋ","20",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","未改装",""
421,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","7",28000000,"","","65",,"","","","昭和52年","ＳＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
422,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","6",25000000,"","３ＤＫ","60",,"","","","昭和46年","ＳＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
423,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","3",20000000,"","３ＬＤＫ","55",,"","","","","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
424,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","5",11000000,"","３ＬＤＫ","55",,"","","","昭和54年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","未改装",""
425,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","3",46000000,"","３ＬＤＫ","70",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2019年第３四半期","改装済",""
426,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","宮坂","経堂","8",69000000,"","","90",,"ほぼ台形","12.0","90","平成18年","木造","住宅","住宅","北","区道",5.1,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
427,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","宮坂","経堂","9",100000000,"","","130",,"ほぼ正方形","11.5","115","平成22年","木造","住宅","住宅","南東","区道",5.8,"第２種中高層住居専用地域",60,200,"2019年第３四半期","",""
428,"中古マンション等","","13112","東京都","世田谷区","宮坂","経堂","7",8800000,"","１Ｋ","20",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2019年第３四半期","未改装",""
429,"中古マンション等","","13112","東京都","世田谷区","宮坂","経堂","10",6500000,"","１Ｋ","15",,"","","","平成4年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",60,150,"2019年第３四半期","改装済",""
430,"中古マンション等","","13112","東京都","世田谷区","宮坂","経堂","3",90000000,"","３ＬＤＫ","90",,"","","","昭和64年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","改装済",""
431,"中古マンション等","","13112","東京都","世田谷区","宮坂","経堂","7",22000000,"","３ＬＤＫ","60",,"","","","昭和47年","ＲＣ","住宅","その他","","",,"第１種低層住居専用地域",50,100,"2019年第３四半期","改装済",""
432,"中古マンション等","","13112","東京都","世田谷区","宮坂","経堂","8",60000000,"","２ＬＤＫ","70",,"","","","平成14年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
433,"中古マンション等","","13112","東京都","世田谷区","宮坂","経堂","3",120000000,"","３ＬＤＫ","115",,"","","","昭和64年","ＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","改装済",""
434,"中古マンション等","","13112","東京都","世田谷区","用賀","桜新町","11",20000000,"","１Ｋ","20",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2019年第３四半期","改装済",""
435,"中古マンション等","","13112","東京都","世田谷区","用賀","桜新町","11",43000000,"","２ＬＤＫ","50",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2019年第３四半期","未改装",""
436,"中古マンション等","","13112","東京都","世田谷区","用賀","桜新町","11",17000000,"","１Ｋ","20",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2019年第３四半期","未改装",""
437,"中古マンション等","","13112","東京都","世田谷区","用賀","桜新町","11",21000000,"","１Ｋ","20",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2019年第３四半期","未改装",""
438,"中古マンション等","","13112","東京都","世田谷区","用賀","桜新町","11",48000000,"","２ＬＤＫ","65",,"","","","平成16年","ＲＣ","","住宅","","",,"準住居地域",60,300,"2019年第３四半期","未改装",""
439,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","用賀","用賀","9",85000000,"","","100",,"袋地等","4.5","100","平成21年","木造","住宅","住宅","南西","私道",4.5,"第１種低層住居専用地域",50,100,"2019年第３四半期","",""
440,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","11",62000000,"","４ＬＤＫ","90",,"","","","昭和61年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2019年第３四半期","未改装",""
441,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","0",68000000,"","３ＬＤＫ","75",,"","","","平成7年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2019年第３四半期","未改装",""
442,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","7",64000000,"","３ＬＤＫ","70",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2019年第３四半期","改装済",""
443,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","5",43000000,"","２ＬＤＫ","60",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2019年第３四半期","未改装",""
444,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","9",75000000,"","３ＬＤＫ","75",,"","","","平成17年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,200,"2019年第３四半期","未改装",""
445,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","5",65000000,"","３ＬＤＫ","65",,"","","","平成27年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2019年第３四半期","改装済",""
