"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
467,"宅地(土地)","住宅地","13112","東京都","世田谷区","東玉川","奥沢","9",84000000,"1900000","","145",590000,"ほぼ長方形","11.5","","","","","住宅","東","区道",3.8,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
468,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","東玉川","田園調布","12",18000000,"","","60",,"ほぼ長方形","4.5","70","昭和45年","木造","住宅、店舗","住宅","南東","区道",5.4,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
469,"宅地(土地)","住宅地","13112","東京都","世田谷区","東玉川","雪が谷大塚","8",130000000,"1600000","","260",490000,"ほぼ正方形","16.0","","","","","住宅","南東","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
470,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","東玉川","雪が谷大塚","11",130000000,"","","120",,"ほぼ長方形","8.2","180","平成16年","ＲＣ","共同住宅、店舗","住宅","南西","都道",25.0,"第２種住居地域",60,200,"2020年第３四半期","",""
471,"宅地(土地)","住宅地","13112","東京都","世田谷区","東玉川","雪が谷大塚","9",52000000,"1900000","","90",560000,"長方形","6.8","","","","","住宅","南東","私道",3.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
472,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","尾山台","18",79000000,"","","70",,"ほぼ長方形","6.4","90","令和2年","木造","住宅","住宅","北東","区道",4.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
473,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","尾山台","15",21000000,"","","35",,"ほぼ長方形","3.6","65","昭和58年","木造","住宅","事務所","北","区道",6.3,"第１種低層住居専用地域",60,200,"2020年第３四半期","",""
474,"中古マンション等","","13112","東京都","世田谷区","深沢","尾山台","14",50000000,"","２ＬＤＫ","60",,"","","","平成13年","ＲＣ","住宅","","","",,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
475,"中古マンション等","","13112","東京都","世田谷区","深沢","九品仏","15",60000000,"","３ＬＤＫ","65",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2020年第３四半期","改装済",""
476,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","駒沢大学","21",80000000,"","","150",,"ほぼ長方形","13.0","180","昭和61年","木造","住宅","住宅","南東","道路",3.8,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
477,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","駒沢大学","20",110000000,"","","110",,"ほぼ長方形","5.2","175","平成30年","木造","共同住宅","住宅","北東","区道",5.8,"近隣商業地域",80,300,"2020年第３四半期","",""
478,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","駒沢大学","21",110000000,"","","95",,"ほぼ長方形","8.0","95","令和2年","木造","住宅","住宅","西","区道",11.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
479,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","駒沢大学","21",130000000,"","","105",,"ほぼ長方形","9.0","95","昭和64年","木造","住宅","住宅","西","区道",11.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
480,"中古マンション等","","13112","東京都","世田谷区","深沢","駒沢大学","20",75000000,"","４ＬＤＫ","105",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","未改装",""
481,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","桜新町","9",74000000,"2900000","","85",870000,"長方形","7.0","","","","","住宅","北西","区道",5.2,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
482,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","桜新町","10",100000000,"2900000","","120",870000,"長方形","6.7","","","","","住宅","北東","区道",8.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
483,"中古マンション等","","13112","東京都","世田谷区","深沢","桜新町","8",39000000,"","１ＬＤＫ","40",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","未改装",""
484,"中古マンション等","","13112","東京都","世田谷区","深沢","桜新町","9",55000000,"","２ＬＤＫ","50",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","改装済",""
485,"中古マンション等","","13112","東京都","世田谷区","深沢","桜新町","9",27000000,"","１Ｋ","25",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","未改装",""
486,"中古マンション等","","13112","東京都","世田谷区","深沢","桜新町","9",52000000,"","２ＬＤＫ","50",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","未改装",""
487,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","等々力","18",72000000,"","","90",,"長方形","5.2","85","平成30年","木造","住宅","住宅","北東","区道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
488,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","等々力","19",94000000,"","","100",,"ほぼ整形","5.0","90","令和2年","木造","住宅","住宅","北","私道",5.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
489,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","等々力","19",100000000,"","","100",,"ほぼ長方形","11.3","100","令和2年","木造","住宅","住宅","北","私道",5.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
490,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","等々力","19",92000000,"","","110",,"不整形","","100","令和2年","木造","住宅","住宅","北","私道",5.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
491,"宅地(土地)","住宅地","13112","東京都","世田谷区","深沢","等々力","20",65000000,"2100000","","105",630000,"ほぼ整形","","","","","","住宅","西","私道",5.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
492,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","都立大学","23",190000000,"","","330",,"ほぼ正方形","18.0","340","平成2年","木造","住宅、作業場、駐車場","","西","区道",11.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
493,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","深沢","都立大学","18",76000000,"","","100",,"ほぼ正方形","9.8","90","昭和40年","木造","住宅","","西","区道",5.9,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
494,"中古マンション等","","13112","東京都","世田谷区","深沢","都立大学","19",56000000,"","３ＬＤＫ","80",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
495,"中古マンション等","","13112","東京都","世田谷区","深沢","都立大学","22",53000000,"","２ＬＤＫ","60",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
496,"宅地(土地)","住宅地","13112","東京都","世田谷区","船橋","千歳船橋","13",56000000,"1800000","","100",550000,"長方形","7.5","","","","","住宅","東","私道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
497,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","船橋","千歳船橋","14",64000000,"","","75",,"長方形","5.5","100","令和2年","木造","住宅","住宅","南東","区道",4.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
498,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","船橋","千歳船橋","12",60000000,"","","150",,"ほぼ長方形","9.8","135","昭和63年","木造","住宅","住宅","西","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","","私道を含む取引"
499,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","8",55000000,"","２ＬＤＫ","70",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","未改装",""
500,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","11",31000000,"","１ＬＤＫ","55",,"","","","昭和61年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
501,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","18",33000000,"","２ＬＤＫ","50",,"","","","平成8年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
502,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","19",11000000,"","２ＤＫ","35",,"","","","昭和53年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
503,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","16",40000000,"","３ＬＤＫ","75",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
504,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","12",63000000,"","４ＬＤＫ","70",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
505,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","10",59000000,"","３ＬＤＫ","70",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
506,"中古マンション等","","13112","東京都","世田谷区","船橋","千歳船橋","18",42000000,"","３ＬＤＫ","70",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
507,"中古マンション等","","13112","東京都","世田谷区","松原","豪徳寺","4",23000000,"","１Ｋ","20",,"","","","平成19年","ＲＣ","","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","",""
508,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","松原","下高井戸","4",66000000,"","","70",,"ほぼ長方形","5.1","90","令和2年","木造","住宅","住宅","北","区道",3.4,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
509,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","松原","下高井戸","3",95000000,"","","95",,"長方形","6.0","135","令和2年","木造","住宅","住宅","西","区道",3.5,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
510,"宅地(土地)","住宅地","13112","東京都","世田谷区","松原","東松原","6",4100000,"340000","","40",100000,"不整形","1.1","","","","","住宅","接面道路無","",,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
511,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","松原","東松原","9",74000000,"","","100",,"袋地等","2.5","125","平成19年","木造","住宅","住宅","東","区道",5.2,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
512,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","松原","東松原","7",71000000,"","","75",,"長方形","5.1","90","令和2年","木造","住宅","住宅","西","区道",4.5,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
513,"中古マンション等","","13112","東京都","世田谷区","松原","東松原","7",50000000,"","２ＬＤＫ","65",,"","","","平成14年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",60,150,"2020年第３四半期","未改装",""
514,"宅地(土地)","住宅地","13112","東京都","世田谷区","松原","明大前","4",68000000,"2000000","","110",610000,"ほぼ長方形","8.8","","","","","住宅","北","私道",3.9,"第１種住居地域",60,200,"2020年第３四半期","",""
515,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","松原","明大前","6",400000000,"","","480",,"長方形","17.6","660","昭和61年","ＲＣ","共同住宅","住宅","南東","区道",3.5,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
516,"宅地(土地)","商業地","13112","東京都","世田谷区","松原","明大前","3",100000000,"3400000","","100",1000000,"台形","5.5","","","","","店舗","南西","区道",4.6,"商業地域",80,400,"2020年第３四半期","",""
517,"中古マンション等","","13112","東京都","世田谷区","松原","明大前","6",19000000,"","１Ｋ","20",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2020年第３四半期","改装済",""
518,"中古マンション等","","13112","東京都","世田谷区","三宿","池尻大橋","11",28000000,"","１ＤＫ＋Ｓ","40",,"","","","昭和50年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
519,"中古マンション等","","13112","東京都","世田谷区","三宿","池尻大橋","11",28000000,"","１ＤＫ","40",,"","","","昭和50年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
520,"中古マンション等","","13112","東京都","世田谷区","三宿","池尻大橋","10",31000000,"","１ＬＤＫ","35",,"","","","平成8年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
521,"中古マンション等","","13112","東京都","世田谷区","三宿","池尻大橋","11",13000000,"","１Ｋ","15",,"","","","昭和62年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
522,"中古マンション等","","13112","東京都","世田谷区","三宿","池尻大橋","9",70000000,"","２ＬＤＫ","70",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
523,"中古マンション等","","13112","東京都","世田谷区","三宿","池尻大橋","9",41000000,"","１ＬＤＫ","40",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
524,"宅地(土地)","住宅地","13112","東京都","世田谷区","三宿","三軒茶屋","15",55000000,"2100000","","85",630000,"ほぼ長方形","9.0","","","","","住宅","北","区道",2.5,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
525,"中古マンション等","","13112","東京都","世田谷区","三宿","三軒茶屋","9",55000000,"","３ＬＤＫ","55",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
526,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","南烏山","千歳烏山","6",160000000,"","","220",,"長方形","6.7","340","昭和63年","ＲＣ","共同住宅、事務所、店舗","住宅","北","区道",9.7,"近隣商業地域",80,300,"2020年第３四半期","",""
527,"宅地(土地)","住宅地","13112","東京都","世田谷区","南烏山","千歳烏山","8",47000000,"1700000","","95",500000,"ほぼ台形","","","","","","その他","接面道路無","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
528,"中古マンション等","","13112","東京都","世田谷区","南烏山","千歳烏山","8",50000000,"","３ＬＤＫ","70",,"","","","昭和60年","ＳＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","改装済",""
529,"中古マンション等","","13112","東京都","世田谷区","南烏山","千歳烏山","4",9000000,"","１Ｋ","15",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","",""
530,"中古マンション等","","13112","東京都","世田谷区","南烏山","千歳烏山","6",65000000,"","３ＬＤＫ","65",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
531,"中古マンション等","","13112","東京都","世田谷区","南烏山","八幡山","6",18000000,"","１Ｋ","20",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,300,"2020年第３四半期","未改装",""
532,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","南烏山","芦花公園","6",150000000,"","","210",,"袋地等","3.0","240","令和2年","木造","共同住宅","住宅","東","区道",4.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
533,"宅地(土地)","住宅地","13112","東京都","世田谷区","南烏山","芦花公園","6",65000000,"2100000","","105",620000,"ほぼ長方形","9.1","","","","","住宅","南","区道",4.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
534,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","3",43000000,"","３ＬＤＫ","55",,"","","","昭和51年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
535,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","2",60000000,"","３ＬＤＫ","75",,"","","","平成7年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
536,"中古マンション等","","13112","東京都","世田谷区","南烏山","芦花公園","3",47000000,"","２ＬＤＫ","70",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
537,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","宮坂","経堂","3",290000000,"","","95",,"ほぼ長方形","6.8","260","令和2年","ＲＣ","共同住宅、事務所","住宅","南西","都道",4.5,"商業地域",80,500,"2020年第３四半期","",""
538,"宅地(土地)","住宅地","13112","東京都","世田谷区","宮坂","経堂","7",54000000,"1800000","","100",540000,"ほぼ長方形","6.8","","","","","住宅","南西","私道",4.5,"第１種低層住居専用地域",50,100,"2020年第３四半期","","私道を含む取引"
539,"中古マンション等","","13112","東京都","世田谷区","宮坂","経堂","6",11000000,"","１Ｋ","20",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
540,"中古マンション等","","13112","東京都","世田谷区","宮坂","経堂","3",150000000,"","３ＬＤＫ","140",,"","","","昭和64年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
541,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","宮坂","豪徳寺","3",49000000,"","","55",,"ほぼ長方形","6.5","85","平成21年","木造","住宅","住宅","南東","区道",3.9,"第１種住居地域",60,200,"2020年第３四半期","",""
542,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","宮坂","豪徳寺","3",71000000,"","","55",,"ほぼ長方形","4.5","","令和2年","木造","住宅、駐車場","住宅","北西","区道",3.7,"第１種住居地域",60,200,"2020年第３四半期","",""
543,"中古マンション等","","13112","東京都","世田谷区","宮坂","豪徳寺","4",47000000,"","１ＬＤＫ","50",,"","","","平成8年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
544,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","用賀","用賀","3",60000000,"","","160",,"ほぼ長方形","10.5","150","","木造","住宅","その他","北東","区道",6.0,"第１種住居地域",60,200,"2020年第３四半期","",""
545,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","用賀","用賀","8",2700000000,"","","2000㎡以上",,"ほぼ整形","50.0m以上","1700","平成15年","ＳＲＣ","工場、事務所、駐車場、店舗","その他","北西","国道",30.0,"準住居地域",60,300,"2020年第３四半期","",""
546,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","3",71000000,"","３ＬＤＫ","80",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2020年第３四半期","改装済",""
547,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","5",65000000,"","３ＬＤＫ","60",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2020年第３四半期","改装済",""
548,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","11",66000000,"","２ＬＤＫ","65",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","改装済",""
549,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","7",24000000,"","１Ｋ","20",,"","","","平成13年","ＳＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","未改装",""
550,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","6",63000000,"","２ＬＤＫ","70",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","未改装",""
551,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","11",75000000,"","３ＬＤＫ","80",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
552,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","3",64000000,"","３ＬＤＫ","60",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
553,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","1",65000000,"","３ＬＤＫ","70",,"","","","平成9年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2020年第３四半期","改装済",""
554,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","5",62000000,"","３ＬＤＫ","60",,"","","","平成27年","ＲＣ","","","","",,"第１種住居地域",60,300,"2020年第３四半期","改装済",""
555,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","2",26000000,"","１Ｋ","20",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
556,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","7",54000000,"","","55",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","未改装",""
557,"中古マンション等","","13112","東京都","世田谷区","用賀","用賀","9",88000000,"","３ＬＤＫ","80",,"","","","平成17年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
558,"宅地(土地)","住宅地","13112","東京都","世田谷区","若林","松陰神社前","2",220000000,"1900000","","370",580000,"ほぼ長方形","14.0","","","","","住宅","南東","私道",4.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","","私道を含む取引"
559,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","若林","松陰神社前","4",65000000,"","","85",,"長方形","6.5","105","平成12年","木造","住宅","住宅","南東","区道",3.1,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
560,"中古マンション等","","13112","東京都","世田谷区","若林","松陰神社前","5",74000000,"","３ＬＤＫ","95",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,300,"2020年第３四半期","",""
561,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","若林","西太子堂","6",91000000,"","","70",,"長方形","6.0","120","令和2年","木造","住宅","住宅","北","私道",4.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
562,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","若林","西太子堂","3",56000000,"","","60",,"不整形","2.0","65","令和2年","木造","住宅","住宅","東","区道",3.4,"第１種住居地域",60,200,"2020年第３四半期","","私道を含む取引"
563,"中古マンション等","","13112","東京都","世田谷区","若林","西太子堂","2",47000000,"","１ＬＤＫ","40",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
564,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","若林","若林(東京)","4",20000000,"","","65",,"長方形","6.3","","","","","その他","東","私道",4.0,"近隣商業地域",80,300,"2020年第３四半期","","私道を含む取引"
565,"宅地(土地)","住宅地","13112","東京都","世田谷区","若林","若林(東京)","5",66000000,"2500000","","85",760000,"ほぼ正方形","9.7","","","","","","南東","区道",4.9,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
566,"宅地(土地)","住宅地","13112","東京都","世田谷区","若林","若林(東京)","3",140000000,"1800000","","250",560000,"ほぼ整形","14.5","","","","","住宅","北西","私道",4.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","","私道を含む取引"
567,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","若林","若林(東京)","9",81000000,"","","65",,"長方形","5.0","100","令和2年","木造","住宅","住宅","北","区道",5.5,"第１種中高層住居専用地域",60,200,"2020年第３四半期","","私道を含む取引"
568,"中古マンション等","","13112","東京都","世田谷区","若林","若林(東京)","5",21000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
