"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
116,"宅地(土地)","住宅地","13112","東京都","世田谷区","上野毛","上野毛","14",74000000,"2100000","","120",620000,"長方形","7.8","","","","","住宅","北東","区道",6.2,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
117,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","上野毛","上野毛","5",180000000,"","","175",,"ほぼ長方形","8.6","125","平成26年","鉄骨造","住宅","住宅","北東","区道",6.1,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
118,"宅地(土地)","住宅地","13112","東京都","世田谷区","上野毛","上野毛","3",100000000,"2400000","","135",740000,"ほぼ長方形","9.8","","","","","住宅","西","区道",6.2,"第１種低層住居専用地域",40,80,"2020年第３四半期","",""
119,"中古マンション等","","13112","東京都","世田谷区","上野毛","上野毛","12",53000000,"","２ＬＤＫ","75",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","未改装",""
120,"中古マンション等","","13112","東京都","世田谷区","上野毛","上野毛","5",43000000,"","２ＬＤＫ","65",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
121,"中古マンション等","","13112","東京都","世田谷区","上野毛","上野毛","5",48000000,"","２ＬＤＫ","55",,"","","","昭和54年","ＲＣ","","住宅","","",,"近隣商業地域",80,200,"2020年第３四半期","",""
122,"中古マンション等","","13112","東京都","世田谷区","上野毛","上野毛","8",20000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
123,"中古マンション等","","13112","東京都","世田谷区","上用賀","千歳船橋","18",42000000,"","２ＬＤＫ","70",,"","","","昭和52年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
124,"宅地(土地)","住宅地","13112","東京都","世田谷区","上用賀","用賀","20",40000000,"2400000","","55",720000,"ほぼ正方形","7.2","","","","","住宅","東","区道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
125,"宅地(土地)","住宅地","13112","東京都","世田谷区","上用賀","用賀","15",71000000,"2200000","","110",660000,"ほぼ整形","4.5","","","","","住宅","南東","私道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
126,"宅地(土地)","住宅地","13112","東京都","世田谷区","上用賀","用賀","18",69000000,"2600000","","85",790000,"ほぼ整形","7.9","","","","","","北","区道",7.9,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
127,"宅地(土地)","住宅地","13112","東京都","世田谷区","上用賀","用賀","18",64000000,"1800000","","115",550000,"長方形","7.6","","","","","住宅","北","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
128,"宅地(土地)","住宅地","13112","東京都","世田谷区","上用賀","用賀","15",66000000,"2400000","","90",740000,"ほぼ長方形","5.3","","","","","住宅","北","区道",8.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
129,"宅地(土地)","住宅地","13112","東京都","世田谷区","上用賀","用賀","18",63000000,"2500000","","85",750000,"ほぼ長方形","8.5","","","","","住宅","北","区道",7.9,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
130,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","上用賀","用賀","13",70000000,"","","90",,"長方形","4.0","90","平成28年","木造","住宅","住宅","北","私道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
131,"中古マンション等","","13112","東京都","世田谷区","上用賀","用賀","11",55000000,"","２ＬＤＫ","70",,"","","","平成21年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
132,"中古マンション等","","13112","東京都","世田谷区","上用賀","用賀","9",30000000,"","１ＤＫ","35",,"","","","平成14年","ＲＣ","","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","未改装",""
133,"中古マンション等","","13112","東京都","世田谷区","上用賀","用賀","10",63000000,"","３ＬＤＫ","75",,"","","","平成15年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
134,"宅地(土地)","住宅地","13112","東京都","世田谷区","北烏山","久我山","14",45000000,"1600000","","95",480000,"ほぼ長方形","6.4","","","","","住宅","西","区道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
135,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","北烏山","久我山","23",44000000,"","","85",,"長方形","6.3","85","平成16年","木造","住宅","住宅","北","道路",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
136,"中古マンション等","","13112","東京都","世田谷区","北烏山","久我山","11",50000000,"","３ＬＤＫ","60",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
137,"中古マンション等","","13112","東京都","世田谷区","北烏山","久我山","16",62000000,"","３ＬＤＫ","90",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","改装済",""
138,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","北烏山","千歳烏山","11",76000000,"","","110",,"長方形","5.9","90","令和2年","木造","住宅","住宅","北","私道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
139,"宅地(土地)","住宅地","13112","東京都","世田谷区","北烏山","千歳烏山","9",44000000,"1400000","","105",420000,"不整形","2.9","","","","","住宅","南","区道",5.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
140,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","北烏山","千歳烏山","13",100000000,"","","280",,"ほぼ長方形","10.0","240","平成17年","木造","住宅","住宅","北西","区道",10.8,"第２種中高層住居専用地域",60,200,"2020年第３四半期","","私道を含む取引"
141,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","北烏山","千歳烏山","15",31000000,"","","80",,"不整形","3.2","55","平成16年","木造","住宅","住宅","南西","区道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
142,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","北烏山","千歳烏山","9",340000000,"","","320",,"不整形","","440","平成31年","木造","住宅","住宅","東","区道",7.9,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
143,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","北烏山","千歳烏山","9",140000000,"","","120",,"ほぼ整形","7.3","180","平成31年","木造","住宅","住宅","東","区道",7.9,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
144,"中古マンション等","","13112","東京都","世田谷区","北烏山","千歳烏山","6",74000000,"","２ＬＤＫ","90",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
145,"中古マンション等","","13112","東京都","世田谷区","北烏山","千歳烏山","17",22000000,"","３ＬＤＫ","70",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装","関係者間取引"
146,"中古マンション等","","13112","東京都","世田谷区","北烏山","千歳烏山","14",8000000,"","２ＤＫ","40",,"","","","昭和41年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
147,"中古マンション等","","13112","東京都","世田谷区","北烏山","千歳烏山","20",44000000,"","４ＬＤＫ","110",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
148,"宅地(土地)","住宅地","13112","東京都","世田谷区","北烏山","三鷹台","20",46000000,"1400000","","105",440000,"ほぼ長方形","6.9","","","","","住宅","東","区道",7.2,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
149,"中古マンション等","","13112","東京都","世田谷区","北沢","笹塚","6",31000000,"","１Ｋ","25",,"","","","平成27年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
150,"中古マンション等","","13112","東京都","世田谷区","北沢","下北沢","6",55000000,"","３ＬＤＫ","55",,"","","","平成7年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
151,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","北沢","東北沢","7",70000000,"","","90",,"不整形","7.7","80","令和2年","木造","住宅","住宅","北西","私道",4.0,"第１種低層住居専用地域",50,150,"2020年第３四半期","","私道を含む取引"
152,"宅地(土地)","住宅地","13112","東京都","世田谷区","北沢","東北沢","6",30000000,"1900000","","55",560000,"長方形","5.0","","","","","住宅","北東","私道",4.0,"第１種低層住居専用地域",50,150,"2020年第３四半期","",""
153,"中古マンション等","","13112","東京都","世田谷区","北沢","東北沢","6",36000000,"","１Ｋ","25",,"","","","平成30年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,150,"2020年第３四半期","未改装",""
154,"宅地(土地)","住宅地","13112","東京都","世田谷区","喜多見","喜多見","11",10000000,"210000","","155",64000,"台形","10.4","","","","","住宅","西","道路",2.8,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
155,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","喜多見","喜多見","20",53000000,"","","100",,"ほぼ長方形","14.5","85","平成31年","木造","住宅","住宅","東","道路",6.3,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
156,"宅地(土地)","住宅地","13112","東京都","世田谷区","喜多見","喜多見","24",62000000,"1000000","","200",310000,"ほぼ長方形","13.5","","","","","","北東","都道",8.0,"第１種低層住居専用地域",60,200,"2020年第３四半期","",""
157,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","喜多見","喜多見","20",64000000,"","","110",,"ほぼ長方形","7.6","90","平成2年","木造","住宅","住宅","南","私道",5.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
158,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","喜多見","喜多見","11",56000000,"","","140",,"不整形","2.7","85","令和2年","木造","住宅","住宅","東","区道",3.7,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
159,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","喜多見","喜多見","20",56000000,"","","110",,"ほぼ長方形","5.8","95","平成31年","木造","住宅","住宅","北","私道",5.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
160,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","喜多見","喜多見","10",58000000,"","","200",,"不整形","3.4","100","平成2年","木造","住宅","住宅","東","区道",3.8,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
161,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","喜多見","喜多見","24",49000000,"","","125",,"不整形","2.5","85","令和2年","木造","住宅","住宅","東","区道",3.8,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
162,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","喜多見","喜多見","24",52000000,"","","145",,"袋地等","2.5","95","令和2年","木造","住宅","住宅","東","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
163,"宅地(土地)","住宅地","13112","東京都","世田谷区","喜多見","喜多見","30分?60分",76000000,"690000","","360",210000,"ほぼ整形","21.5","","","","","","北","区道",6.0,"第２種中高層住居専用地域",60,200,"2020年第３四半期","",""
164,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","喜多見","喜多見","24",55000000,"","","110",,"ほぼ整形","7.3","85","令和2年","木造","住宅","住宅","東","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
165,"中古マンション等","","13112","東京都","世田谷区","砧","成城学園前","6",99000000,"","２ＤＫ","85",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","未改装",""
166,"中古マンション等","","13112","東京都","世田谷区","砧","成城学園前","6",92000000,"","２ＬＤＫ","90",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","未改装",""
167,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","10",70000000,"","","100",,"ほぼ長方形","7.5","100","平成15年","木造","住宅","住宅","東","区道",5.3,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
168,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","10",270000000,"","","420",,"ほぼ長方形","17.0","920","平成3年","ＲＣ","共同住宅","住宅","南","区道",5.9,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
169,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","12",220000000,"","","410",,"ほぼ長方形","30.0","490","昭和53年","ＲＣ","共同住宅","住宅","南","区道",7.9,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
170,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","8",70000000,"","","115",,"袋地等","3.5","85","令和2年","木造","住宅","住宅","東","道路",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
171,"宅地(土地)","住宅地","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","11",63000000,"1600000","","125",500000,"長方形","7.5","","","","","住宅","北東","区道",6.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
172,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","6",100000000,"","","115",,"ほぼ長方形","7.0","100","令和2年","木造","住宅","住宅","東","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
173,"宅地(土地)","住宅地","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","8",94000000,"1700000","","180",530000,"長方形","9.9","","","","","住宅","南東","区道",2.5,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
174,"中古マンション等","","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","7",32000000,"","１ＬＤＫ","45",,"","","","平成4年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
175,"中古マンション等","","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","11",62000000,"","２ＬＤＫ","75",,"","","","平成22年","ＲＣ","","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","未改装",""
176,"中古マンション等","","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","14",36000000,"","","35",,"","","","平成28年","ＲＣ","","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
177,"中古マンション等","","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","11",53000000,"","２ＬＤＫ","60",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","未改装",""
178,"中古マンション等","","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","5",45000000,"","２ＬＤＫ","60",,"","","","平成7年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
179,"中古マンション等","","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","11",55000000,"","３ＬＤＫ","70",,"","","","平成22年","ＲＣ","住宅","","","",,"第１種低層住居専用地域",50,100,"2020年第３四半期","未改装",""
180,"中古マンション等","","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","10",29000000,"","１Ｋ","30",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
181,"中古マンション等","","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","14",75000000,"","２ＬＤＫ","90",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",60,100,"2020年第３四半期","改装済",""
182,"中古マンション等","","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","9",18000000,"","２ＤＫ","40",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
183,"中古マンション等","","13112","東京都","世田谷区","砧","祖師ケ谷大蔵","19",42000000,"","１ＬＤＫ＋Ｓ","70",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,200,"2020年第３四半期","",""
184,"中古マンション等","","13112","東京都","世田谷区","砧","千歳船橋","8",26000000,"","１Ｋ","25",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
185,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","給田","仙川","7",33000000,"","","160",,"ほぼ長方形","9.3","","","","","住宅","南","私道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
186,"宅地(土地)","住宅地","13112","東京都","世田谷区","給田","仙川","6",45000000,"1500000","","100",440000,"ほぼ長方形","9.8","","","","","住宅","北","区道",6.4,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
187,"中古マンション等","","13112","東京都","世田谷区","給田","仙川","10",36000000,"","３ＬＤＫ","60",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","未改装",""
188,"中古マンション等","","13112","東京都","世田谷区","給田","千歳烏山","7",40000000,"","３ＬＤＫ","55",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
189,"中古マンション等","","13112","東京都","世田谷区","給田","千歳烏山","10",33000000,"","１Ｋ","25",,"","","","令和2年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","",""
190,"中古マンション等","","13112","東京都","世田谷区","給田","千歳烏山","10",32000000,"","１Ｋ","25",,"","","","令和2年","ＲＣ","住宅","住宅","","",,"準住居地域",60,300,"2020年第３四半期","未改装",""
191,"中古マンション等","","13112","東京都","世田谷区","給田","千歳烏山","10",32000000,"","","25",,"","","","令和2年","ＲＣ","住宅","","","",,"準住居地域",60,300,"2020年第３四半期","",""
192,"中古マンション等","","13112","東京都","世田谷区","給田","千歳烏山","20",43000000,"","３ＬＤＫ","65",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
193,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","経堂","経堂","2",250000000,"","","185",,"ほぼ長方形","9.4","120","平成10年","鉄骨造","店舗","店舗","南東","区道",8.0,"近隣商業地域",80,300,"2020年第３四半期","","私道を含む取引"
194,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","経堂","経堂","10",78000000,"","","75",,"ほぼ正方形","8.2","105","令和2年","木造","住宅","住宅","西","道路",3.4,"第１種低層住居専用地域",60,150,"2020年第３四半期","","私道を含む取引"
195,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","経堂","経堂","12",180000000,"","","250",,"ほぼ長方形","17.0","290","令和2年","ＲＣ","住宅","住宅","南西","区道",5.7,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
196,"宅地(土地)","住宅地","13112","東京都","世田谷区","経堂","経堂","11",48000000,"2900000","","55",880000,"ほぼ正方形","6.8","","","","","住宅","南東","私道",4.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
197,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","経堂","経堂","3",85000000,"","","110",,"ほぼ台形","7.7","100","昭和57年","鉄骨造","住宅、店舗","","北東","都道",5.4,"商業地域",80,500,"2020年第３四半期","",""
198,"中古マンション等","","13112","東京都","世田谷区","経堂","経堂","7",50000000,"","３ＬＤＫ","105",,"","","","昭和44年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
199,"中古マンション等","","13112","東京都","世田谷区","経堂","経堂","6",8900000,"","１Ｋ","15",,"","","","昭和59年","ＲＣ","住宅","その他","","",,"第１種住居地域",60,200,"2020年第３四半期","未改装",""
200,"中古マンション等","","13112","東京都","世田谷区","経堂","経堂","3",51000000,"","２ＬＤＫ","50",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2020年第３四半期","改装済",""
201,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","豪徳寺","豪徳寺","3",150000000,"","","250",,"長方形","11.8","280","平成9年","木造","共同住宅","住宅","北","区道",3.3,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
202,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","豪徳寺","豪徳寺","3",280000000,"","","105",,"ほぼ整形","8.9","300","令和2年","ＲＣ","共同住宅、事務所","住宅","東","区道",5.4,"近隣商業地域",80,300,"2020年第３四半期","",""
203,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","豪徳寺","豪徳寺","6",110000000,"","","105",,"不整形","","115","平成31年","木造","住宅","住宅","北東","私道",4.5,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
204,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","豪徳寺","豪徳寺","6",110000000,"","","105",,"ほぼ整形","4.8","110","平成31年","木造","住宅","住宅","南東","区道",6.0,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
205,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","豪徳寺","豪徳寺","5",50000000,"","","45",,"袋地等","2.0","75","令和2年","木造","住宅","住宅","南","私道",4.0,"近隣商業地域",80,300,"2020年第３四半期","",""
206,"中古マンション等","","13112","東京都","世田谷区","豪徳寺","豪徳寺","2",9500000,"","１Ｋ","15",,"","","","昭和62年","ＲＣ","","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
207,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","駒沢","駒沢大学","9",90000000,"","","130",,"ほぼ台形","13.0","140","平成14年","軽量鉄骨造","住宅、駐車場","住宅","南西","区道",4.0,"第１種低層住居専用地域",50,100,"2020年第３四半期","",""
208,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","駒沢","駒沢大学","16",120000000,"","","100",,"台形","5.7","155","令和2年","木造","住宅","住宅","西","区道",5.9,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
209,"宅地(土地と建物)","商業地","13112","東京都","世田谷区","駒沢","駒沢大学","6",110000000,"","","50",,"ほぼ長方形","5.0","170","昭和39年","ＲＣ","住宅、店舗","店舗","西","区道",15.0,"商業地域",80,500,"2020年第３四半期","",""
210,"宅地(土地)","住宅地","13112","東京都","世田谷区","駒沢","駒沢大学","7",120000000,"2800000","","140",840000,"ほぼ整形","13.0","","","","","住宅","西","区道",8.3,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
211,"宅地(土地)","住宅地","13112","東京都","世田谷区","駒沢","駒沢大学","5",210000000,"2100000","","330",640000,"不整形","4.0","","","","","住宅","南","区道",3.2,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
212,"中古マンション等","","13112","東京都","世田谷区","駒沢","駒沢大学","10",48000000,"","２ＬＤＫ","80",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2020年第３四半期","未改装",""
213,"中古マンション等","","13112","東京都","世田谷区","駒沢","駒沢大学","4",16000000,"","１Ｋ","15",,"","","","昭和61年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
214,"中古マンション等","","13112","東京都","世田谷区","駒沢","駒沢大学","19",77000000,"","３ＬＤＫ","90",,"","","","昭和63年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","改装済",""
215,"中古マンション等","","13112","東京都","世田谷区","駒沢","駒沢大学","4",9000000,"","１Ｋ","15",,"","","","平成3年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
216,"中古マンション等","","13112","東京都","世田谷区","駒沢","駒沢大学","10",44000000,"","１ＬＤＫ","35",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,150,"2020年第３四半期","改装済",""
217,"中古マンション等","","13112","東京都","世田谷区","駒沢","駒沢大学","19",62000000,"","２ＬＤＫ","70",,"","","","平成9年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
218,"中古マンション等","","13112","東京都","世田谷区","駒沢","駒沢大学","4",8700000,"","１Ｋ","15",,"","","","昭和61年","ＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
219,"中古マンション等","","13112","東京都","世田谷区","駒沢","駒沢大学","8",20000000,"","１ＬＤＫ","40",,"","","","昭和64年","ＲＣ","住宅","その他","","",,"第２種中高層住居専用地域",60,200,"2020年第３四半期","未改装",""
220,"中古マンション等","","13112","東京都","世田谷区","駒沢","桜新町","11",24000000,"","１Ｋ","20",,"","","","平成13年","ＲＣ","","住宅","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
221,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","桜","上町","11",74000000,"","","85",,"ほぼ長方形","7.4","90","令和2年","木造","住宅","住宅","北東","区道",3.8,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
222,"中古マンション等","","13112","東京都","世田谷区","桜","上町","14",17000000,"","","60",,"","","","平成6年","ＲＣ","","その他","","",,"近隣商業地域",80,300,"2020年第３四半期","未改装",""
223,"中古マンション等","","13112","東京都","世田谷区","桜","上町","9",11000000,"","１Ｋ","15",,"","","","平成3年","ＲＣ","","住宅","","",,"第１種低層住居専用地域",60,150,"2020年第３四半期","未改装",""
224,"宅地(土地と建物)","住宅地","13112","東京都","世田谷区","桜丘","経堂","11",50000000,"","","50",,"長方形","4.6","60","令和3年","","","住宅","北","私道",4.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","","私道を含む取引"
225,"宅地(土地)","住宅地","13112","東京都","世田谷区","桜丘","千歳船橋","10",50000000,"1800000","","90",550000,"ほぼ長方形","7.0","","","","","住宅","北","区道",3.9,"準住居地域",60,300,"2020年第３四半期","","私道を含む取引"
226,"宅地(土地)","住宅地","13112","東京都","世田谷区","桜丘","千歳船橋","15",49000000,"2300000","","70",700000,"ほぼ正方形","8.5","","","","","住宅","南西","私道",4.5,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
227,"宅地(土地)","住宅地","13112","東京都","世田谷区","桜丘","千歳船橋","8",140000000,"1200000","","390",350000,"袋地等","","","","","","事務所","東","区道",6.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
228,"宅地(土地)","住宅地","13112","東京都","世田谷区","桜丘","千歳船橋","7",56000000,"2200000","","85",670000,"長方形","4.8","","","","","住宅","南","区道",4.1,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
229,"宅地(土地)","住宅地","13112","東京都","世田谷区","桜丘","千歳船橋","12",99000000,"1500000","","220",440000,"長方形","12.0","","","","","住宅","南東","区道",4.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
230,"宅地(土地)","住宅地","13112","東京都","世田谷区","桜丘","千歳船橋","14",57000000,"2300000","","80",700000,"長方形","7.4","","","","","住宅","南","区道",4.0,"第１種低層住居専用地域",60,150,"2020年第３四半期","",""
231,"中古マンション等","","13112","東京都","世田谷区","桜丘","千歳船橋","5",28000000,"","１Ｋ","25",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2020年第３四半期","",""
232,"中古マンション等","","13112","東京都","世田谷区","桜丘","千歳船橋","10",68000000,"","３ＬＤＫ","95",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",60,150,"2020年第３四半期","未改装",""
